Index	N_planet	M_planet_1	M_planet_2	M_planet_3	M_planet_4	sma_1	sma_2	sma_3	sma_4	R_in	R_out	M_star	age_star	R_star	T_star	q	density_profile	sound_speed_profile	inc	az	dist	spatial_resolution	spectral_resolution	beam_angle	rms_noise	position_angle	viscosity	dust	dust_to_gas	dust_mass
1833	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	16.838562	168.385617	0.675254	2.195580	1.705150	3977.800801	0.005936	0.593955	0.543780	70.696024	227.981300	183.197603	0.400289	0.143152	80.128212	16.631732	151.916956	0.002056	0.000000	0.010000	0.001000
1834	3	0.376065	0.052042	0.252895	0.000000	120.478166	90.985226	49.307022	0.000000	16.294485	162.944848	1.372677	0.640988	3.702072	4449.159130	0.001672	0.296567	0.327343	79.972969	238.657918	170.498141	0.151056	0.049347	12.872129	17.274529	63.530327	0.002468	0.000000	0.010000	0.001000
1835	4	0.057875	0.106591	0.375853	0.286661	64.474688	136.199720	156.855824	101.165511	20.307249	203.072493	1.653804	2.388454	2.381360	4668.248221	0.000597	0.101997	0.147790	74.251444	235.301161	187.733457	0.363273	0.178245	77.225553	17.090083	156.169626	0.001583	0.000000	0.010000	0.001000
1836	2	0.370489	0.100237	0.000000	0.000000	85.841893	170.616433	0.000000	0.000000	21.477282	214.772821	0.776363	2.700962	1.622031	4071.971695	0.000938	0.446981	0.125191	15.515718	166.914555	157.170890	0.417023	0.030416	39.785001	2.705298	87.296036	0.002022	0.000000	0.010000	0.001000
1837	1	0.218325	0.000000	0.000000	0.000000	146.634318	0.000000	0.000000	0.000000	20.284553	202.845530	1.091605	1.403493	2.347694	4336.206488	0.006986	0.350454	0.348454	70.130537	288.049408	133.246395	0.349425	0.140736	8.929399	17.105455	136.907193	0.000829	0.000000	0.010000	0.001000
1838	3	0.295228	0.031072	0.243747	0.000000	67.974971	112.908306	160.453848	0.000000	20.193755	201.937550	0.866110	0.606126	3.126991	4171.662749	0.008637	0.936738	0.582853	26.049939	308.004069	110.710759	0.229373	0.142836	0.569517	18.763060	144.365846	0.000542	0.000000	0.010000	0.001000
1839	2	0.372680	0.081073	0.000000	0.000000	51.399802	125.742820	0.000000	0.000000	16.993071	169.930714	0.802029	3.445123	1.494715	4084.771497	0.003959	0.304388	0.398907	48.239462	268.811360	104.928694	0.244571	0.179614	84.410055	8.933620	127.348278	0.000930	0.000000	0.010000	0.001000
1840	1	0.245629	0.000000	0.000000	0.000000	72.723739	0.000000	0.000000	0.000000	16.580828	165.808283	1.395328	1.835587	2.382145	4510.566259	0.000829	0.479436	0.633541	63.987205	307.025799	182.802072	0.157645	0.099440	75.391247	14.109485	17.941360	0.000825	0.000000	0.010000	0.001000
1841	1	0.145764	0.000000	0.000000	0.000000	74.334745	0.000000	0.000000	0.000000	21.244210	212.442096	1.480499	2.690289	2.154055	4577.877690	0.002073	0.484995	0.456151	43.425973	180.041046	163.241897	0.204709	0.031607	78.108446	7.827049	27.830763	0.002160	0.000000	0.010000	0.001000
1842	2	0.372368	0.069953	0.000000	0.000000	64.407759	140.805198	0.000000	0.000000	19.003374	190.033740	0.772265	2.891632	1.580167	4066.237554	0.001047	0.940141	0.742289	70.953506	167.115401	150.849411	0.188215	0.048485	60.205741	17.488767	136.773730	0.001769	0.000000	0.010000	0.001000
1843	2	0.320852	0.041625	0.000000	0.000000	50.204118	120.759282	0.000000	0.000000	15.462497	154.624971	0.861153	3.467117	1.531109	4137.863836	0.007829	0.789032	0.748514	61.234139	34.185574	176.716763	0.413141	0.040093	44.909153	15.771238	161.546244	0.002180	0.000000	0.010000	0.001000
1844	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.469800	234.697998	1.707362	1.664018	2.739661	4661.467808	0.001693	0.897476	0.579724	11.070146	112.015717	170.277105	0.216457	0.076111	58.000687	11.618684	95.043789	0.000704	0.000000	0.010000	0.001000
1845	1	0.087171	0.000000	0.000000	0.000000	64.956955	0.000000	0.000000	0.000000	15.350646	153.506463	1.164456	4.850600	1.582979	4379.820451	0.003657	0.531623	0.553983	28.008131	119.155034	163.925968	0.054992	0.156631	52.065593	19.412203	41.234576	0.002329	0.000000	0.010000	0.001000
1846	4	0.259098	0.357169	0.186082	0.033773	60.849352	113.658277	146.160668	91.054532	20.070900	200.708999	0.868960	2.312397	1.773300	4163.485460	0.005717	0.747128	0.342325	29.455673	205.288940	146.871599	0.067687	0.131999	32.014427	3.211174	33.520774	0.001254	0.000000	0.010000	0.001000
1847	1	0.090117	0.000000	0.000000	0.000000	123.908784	0.000000	0.000000	0.000000	22.189517	221.895168	1.626474	0.755139	3.729921	4559.459612	0.000703	0.874545	0.483196	72.706976	312.082383	120.858687	0.257329	0.065610	30.365888	7.817043	5.470000	0.002499	0.000000	0.010000	0.001000
1848	1	0.321523	0.000000	0.000000	0.000000	129.998937	0.000000	0.000000	0.000000	21.510115	215.101152	1.140129	1.119751	2.607397	4364.534899	0.001275	0.494312	0.651447	57.365944	22.236995	143.145656	0.089261	0.197449	65.545133	18.377577	8.076639	0.001074	0.000000	0.010000	0.001000
1849	2	0.353994	0.016186	0.000000	0.000000	56.170901	146.855294	0.000000	0.000000	18.508620	185.086200	1.206279	2.344735	2.041177	4401.160438	0.007813	0.461561	0.345861	41.119470	273.741937	178.334629	0.410588	0.136935	25.228690	10.367786	31.416420	0.002209	0.000000	0.010000	0.001000
1850	2	0.353262	0.032157	0.000000	0.000000	185.231810	74.369431	0.000000	0.000000	24.338926	243.389264	1.733767	2.713315	2.362598	4739.742818	0.001996	0.219637	0.442591	29.871936	296.901437	114.596097	0.147283	0.115966	64.408750	10.015312	133.222097	0.001834	0.000000	0.010000	0.001000
1851	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	22.425011	224.250105	0.626785	4.185604	1.270209	3904.272273	0.002514	0.786445	0.557411	64.104350	132.799084	181.035477	0.351651	0.077081	41.470492	2.916122	62.756761	0.002211	0.000000	0.010000	0.001000
1852	3	0.029953	0.293182	0.251617	0.000000	116.647462	157.201706	70.747718	0.000000	19.966174	199.661744	0.701064	4.401064	1.322372	3978.247743	0.009769	0.367359	0.437128	71.044861	280.927672	133.470901	0.313292	0.077720	71.501032	13.568979	102.633990	0.002357	0.000000	0.010000	0.001000
1853	4	0.257546	0.151938	0.033867	0.362936	122.688299	50.613285	90.977019	80.003332	15.537652	155.376518	1.999061	0.915533	3.748080	4697.248321	0.002004	0.174703	0.496547	34.887106	341.113521	145.379180	0.152133	0.038522	39.642416	10.569319	34.249842	0.000560	0.000000	0.010000	0.001000
1854	2	0.362738	0.034777	0.000000	0.000000	67.964101	135.746847	0.000000	0.000000	18.920311	189.203108	1.811300	4.635126	2.224859	5053.410554	0.009707	0.650884	0.315552	21.056842	57.833146	189.661629	0.087681	0.120225	23.593231	15.451132	10.308390	0.002233	0.000000	0.010000	0.001000
1855	4	0.213632	0.332839	0.119820	0.027318	123.791923	69.648426	51.310483	99.891584	15.846506	158.465062	1.855183	4.467741	2.295658	5078.728876	0.003004	0.867959	0.114297	33.432662	154.115990	103.393565	0.119753	0.094024	42.611862	1.882491	117.021423	0.001195	0.000000	0.010000	0.001000
1856	4	0.020044	0.170159	0.217330	0.366170	126.797222	80.049750	129.595911	88.928277	19.149676	191.496756	0.831520	3.409729	1.517704	4112.158686	0.006748	0.355330	0.687659	67.324616	241.329795	104.404135	0.214346	0.100605	74.473726	19.519479	5.928795	0.001003	0.000000	0.010000	0.001000
1857	2	0.361083	0.031405	0.000000	0.000000	77.004330	135.159419	0.000000	0.000000	18.767521	187.675210	1.696462	4.588182	2.065792	4903.723015	0.003445	0.261899	0.681390	49.095975	16.952373	130.667576	0.424715	0.092583	88.653194	1.070514	84.222259	0.002408	0.000000	0.010000	0.001000
1858	4	0.153031	0.231451	0.025607	0.368526	100.137996	59.935789	68.088363	109.844206	15.316108	153.161078	0.729494	2.505742	1.662313	4028.562886	0.008083	0.742671	0.657862	22.051442	180.514026	158.334362	0.179871	0.092906	72.191018	11.270643	112.524610	0.002240	0.000000	0.010000	0.001000
1859	2	0.375708	0.020243	0.000000	0.000000	107.137381	50.844824	0.000000	0.000000	16.486525	164.865254	0.768051	3.991985	1.405369	4046.348117	0.009254	0.840128	0.451771	33.250155	244.080816	138.589051	0.419441	0.122967	44.550040	11.324416	75.492774	0.001475	0.000000	0.010000	0.001000
1860	2	0.298386	0.039379	0.000000	0.000000	70.437077	168.547547	0.000000	0.000000	23.394647	233.946475	0.770059	3.976016	1.408067	4048.368845	0.008488	0.336214	0.571310	40.998503	270.739157	115.777157	0.261895	0.048915	7.886148	11.378698	30.339167	0.002396	0.000000	0.010000	0.001000
1861	2	0.025063	0.358142	0.000000	0.000000	69.768626	159.844735	0.000000	0.000000	22.603962	226.039616	0.987276	1.531558	2.193159	4267.958758	0.005423	0.825841	0.536428	66.476485	107.425823	109.412469	0.300371	0.084962	72.463471	9.633925	65.242387	0.001753	0.000000	0.010000	0.001000
1862	1	0.235949	0.000000	0.000000	0.000000	109.321505	0.000000	0.000000	0.000000	23.575404	235.754037	1.490396	1.180086	2.863427	4544.164334	0.001269	0.858137	0.525523	28.171633	244.721815	172.670113	0.455754	0.088695	34.888385	5.972948	109.901950	0.001513	0.000000	0.010000	0.001000
1863	4	0.025300	0.269306	0.135846	0.357399	176.668162	72.682518	123.546796	154.097370	23.303274	233.032736	0.538151	1.823821	1.633679	3814.510693	0.008659	0.394394	0.638408	11.448764	340.698005	118.197422	0.200255	0.171049	74.145442	10.152882	28.075211	0.002124	0.000000	0.010000	0.001000
1864	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.452394	194.523943	0.843135	3.680638	1.486186	4118.259234	0.008935	0.965240	0.175921	76.616883	225.781291	179.896587	0.251143	0.114182	33.223443	15.011401	58.750640	0.001218	0.000000	0.010000	0.001000
1865	1	0.297043	0.000000	0.000000	0.000000	68.606790	0.000000	0.000000	0.000000	18.685975	186.859749	0.553510	0.681016	2.838191	3850.137963	0.003123	0.485286	0.667665	59.790540	171.240885	162.514517	0.117643	0.145318	8.778529	16.537938	11.936766	0.000573	0.000000	0.010000	0.001000
1866	3	0.059574	0.375384	0.185900	0.000000	89.312306	116.567590	198.448085	0.000000	24.817208	248.172080	1.542347	1.809468	2.525222	4588.961307	0.005969	0.679771	0.683354	39.882575	60.710390	156.556007	0.083684	0.160768	30.186141	19.998283	71.746805	0.001779	0.000000	0.010000	0.001000
1867	2	0.021919	0.342443	0.000000	0.000000	158.730392	64.238770	0.000000	0.000000	20.941348	209.413483	1.471077	0.987376	3.095342	4524.067176	0.003433	0.754221	0.151112	31.103102	88.215096	119.777092	0.098548	0.184521	27.706894	3.175936	139.916838	0.001179	0.000000	0.010000	0.001000
1868	3	0.325696	0.209655	0.045600	0.000000	143.617554	57.147770	109.182884	0.000000	18.410955	184.109550	0.531331	0.723846	2.742909	3817.935230	0.006566	0.251348	0.490548	60.273430	277.031016	197.722500	0.234509	0.151199	68.861744	1.981557	32.987107	0.001217	0.000000	0.010000	0.001000
1869	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	22.770907	227.709070	0.914330	4.534290	1.437398	4171.852692	0.008748	0.655979	0.264850	75.162106	299.815670	110.038956	0.116839	0.178665	59.928771	18.573204	52.432217	0.001152	0.000000	0.010000	0.001000
1870	4	0.325448	0.138214	0.031403	0.255409	99.087891	70.444741	142.073884	162.722576	22.563341	225.633407	1.200079	4.708458	1.621791	4407.344795	0.005165	0.712875	0.331622	18.496502	202.082754	156.987451	0.399345	0.036812	47.112548	2.258357	102.087133	0.001176	0.000000	0.010000	0.001000
1871	4	0.232698	0.356416	0.049713	0.155953	70.822336	121.400660	96.371010	149.588340	20.437864	204.378635	1.443784	4.500723	1.824833	4622.899541	0.005732	0.912721	0.427825	43.466991	0.481390	179.153214	0.328032	0.047401	80.741403	4.143342	57.773502	0.002456	0.000000	0.010000	0.001000
1872	2	0.035862	0.330299	0.000000	0.000000	79.464041	174.750828	0.000000	0.000000	22.176963	221.769627	1.355476	0.739181	3.469982	4451.973887	0.006034	0.791278	0.284899	55.495891	172.121693	128.496438	0.337764	0.146549	8.380559	19.591433	20.495503	0.001898	0.000000	0.010000	0.001000
1873	2	0.375061	0.104829	0.000000	0.000000	190.837446	75.434255	0.000000	0.000000	24.935894	249.358936	1.908294	1.900565	2.798526	4765.354367	0.001445	0.772166	0.393711	11.479713	11.193207	113.329237	0.499721	0.148946	5.439463	10.785369	131.989099	0.001400	0.000000	0.010000	0.001000
1874	4	0.369152	0.201378	0.043660	0.179038	104.858071	140.240868	182.901782	77.745089	23.091988	230.919880	1.553285	4.429666	1.927553	4724.792602	0.008328	0.313033	0.446701	62.737757	4.899968	161.750054	0.347543	0.148369	13.974591	3.356802	87.473335	0.001319	0.000000	0.010000	0.001000
1875	1	0.219182	0.000000	0.000000	0.000000	164.283399	0.000000	0.000000	0.000000	21.621987	216.219867	1.178887	3.219169	1.813905	4386.827628	0.008100	0.806189	0.501415	55.778237	334.864618	184.673209	0.206075	0.052131	26.185210	10.100469	129.739548	0.000608	0.000000	0.010000	0.001000
1876	4	0.141633	0.057347	0.238504	0.334747	65.699268	125.435436	142.261964	88.939515	20.061327	200.613268	1.234347	4.029312	1.726457	4427.729187	0.005855	0.992403	0.308859	49.857215	108.962124	138.733937	0.178437	0.151457	28.145547	7.583518	114.002977	0.002034	0.000000	0.010000	0.001000
1877	3	0.041093	0.218249	0.286896	0.000000	113.127240	183.918214	93.625416	0.000000	24.030536	240.305365	1.906544	3.660594	2.400820	4994.566588	0.006201	0.324933	0.265695	43.357391	209.860158	164.662661	0.468283	0.178438	46.674805	2.174530	101.157124	0.001661	0.000000	0.010000	0.001000
1878	1	0.141161	0.000000	0.000000	0.000000	102.243905	0.000000	0.000000	0.000000	17.501782	175.017821	1.172912	3.034814	1.845301	4382.443378	0.001184	0.456210	0.244720	56.825978	222.635782	168.373791	0.407818	0.129100	76.792959	15.095202	151.494778	0.000738	0.000000	0.010000	0.001000
1879	3	0.207696	0.271942	0.018863	0.000000	192.431437	85.626090	128.869528	0.000000	24.192906	241.929060	1.609628	4.244820	1.999186	4765.209594	0.007882	0.558614	0.535171	35.156448	215.545294	190.535827	0.277515	0.058112	84.051003	8.646092	92.157336	0.002370	0.000000	0.010000	0.001000
1880	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	17.371100	173.711001	1.764790	0.960809	3.429891	4634.733134	0.007903	0.348362	0.343031	49.813683	21.181186	177.495693	0.374322	0.142647	88.580738	5.842311	152.596215	0.000636	0.000000	0.010000	0.001000
1881	2	0.044310	0.337786	0.000000	0.000000	54.787903	125.974396	0.000000	0.000000	16.640268	166.402678	1.271355	2.586800	2.026020	4439.846758	0.009906	0.855120	0.219768	11.167408	19.845522	115.944044	0.234388	0.033708	6.427307	11.286263	79.369359	0.002414	0.000000	0.010000	0.001000
1882	3	0.243062	0.016251	0.372928	0.000000	55.528470	132.340687	110.880306	0.000000	18.346440	183.464398	1.791085	0.538456	4.462622	4577.055029	0.009781	0.212404	0.273639	48.333999	46.526330	189.034558	0.104466	0.158040	13.292109	11.842214	67.054185	0.001560	0.000000	0.010000	0.001000
1883	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	21.376008	213.760077	1.415620	3.843113	1.883460	4568.038539	0.002714	0.506870	0.198387	58.760586	225.672338	191.464006	0.319705	0.020298	83.446317	6.099742	44.808940	0.002384	0.000000	0.010000	0.001000
1884	4	0.158521	0.312569	0.281103	0.064610	137.636177	107.948323	56.783178	81.942924	18.241703	182.417027	1.224015	4.284247	1.685939	4421.829617	0.004611	0.583854	0.283901	18.934758	50.979959	116.743207	0.330999	0.021532	56.785938	5.246229	138.990592	0.000514	0.000000	0.010000	0.001000
1885	2	0.333668	0.063953	0.000000	0.000000	157.129018	71.327349	0.000000	0.000000	21.149502	211.495022	0.938731	2.075351	1.914945	4225.308110	0.001654	0.135914	0.441147	24.378250	39.027670	118.549545	0.334787	0.183214	86.684041	19.681557	110.127339	0.002175	0.000000	0.010000	0.001000
1886	2	0.303837	0.054451	0.000000	0.000000	62.650560	150.788008	0.000000	0.000000	18.964251	189.642515	1.627595	3.175742	2.169419	4703.986403	0.008368	0.995004	0.366457	63.214677	290.764455	113.248693	0.362275	0.182927	39.129628	1.959975	53.083579	0.000917	0.000000	0.010000	0.001000
1887	4	0.258762	0.349461	0.089184	0.151904	135.431051	65.091468	155.458731	91.353047	20.737405	207.374054	1.961855	1.265637	3.242590	4730.634402	0.009285	0.405698	0.676051	16.841538	170.836048	112.632339	0.435860	0.025740	17.887809	18.788394	126.323929	0.000839	0.000000	0.010000	0.001000
1888	1	0.178399	0.000000	0.000000	0.000000	121.545360	0.000000	0.000000	0.000000	16.742786	167.427857	1.713555	0.983115	3.341695	4617.888158	0.005652	0.852919	0.532575	49.012502	117.278300	113.718676	0.057103	0.022505	81.018762	19.620198	37.302005	0.000579	0.000000	0.010000	0.001000
1889	4	0.172272	0.236067	0.037970	0.369822	55.160439	126.869437	111.876897	90.706369	16.948328	169.483280	0.535828	0.733270	2.715923	3824.303078	0.001666	0.792980	0.412119	62.381095	58.130616	178.113440	0.332346	0.153355	74.051396	16.341310	43.638131	0.001641	0.000000	0.010000	0.001000
1890	4	0.144519	0.042615	0.336709	0.231421	170.848644	118.109338	144.184865	82.834403	23.131502	231.315024	0.758093	0.658942	3.236028	4074.447016	0.000901	0.573553	0.656560	28.229516	148.202175	150.393301	0.288582	0.177174	15.169671	13.608009	96.961655	0.001491	0.000000	0.010000	0.001000
1891	4	0.134899	0.016570	0.366977	0.230586	59.120922	110.536989	72.216436	108.158297	16.067827	160.678274	0.584486	4.978179	1.149706	3853.364745	0.008982	0.952500	0.237901	54.195086	206.890702	166.385487	0.127648	0.166147	68.060143	17.603138	22.221325	0.001615	0.000000	0.010000	0.001000
1892	1	0.301036	0.000000	0.000000	0.000000	98.620172	0.000000	0.000000	0.000000	19.364094	193.640945	1.863944	1.887350	2.763595	4742.909746	0.002167	0.581281	0.355652	57.207122	80.374727	163.578029	0.437927	0.035152	69.286468	3.839588	61.544680	0.000998	0.000000	0.010000	0.001000
1893	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	23.355343	233.553428	1.741813	2.090977	2.561926	4700.651483	0.009567	0.986632	0.367200	29.317630	31.330113	140.046410	0.381772	0.076497	58.067671	19.812324	49.252450	0.001197	0.000000	0.010000	0.001000
1894	4	0.361042	0.265254	0.051497	0.111026	73.754436	117.518399	112.447099	60.273863	16.713082	167.130821	0.635842	2.899716	1.468482	3924.417848	0.007680	0.200279	0.668552	57.065100	38.396853	152.652596	0.286044	0.129044	83.637167	16.399694	93.104151	0.001942	0.000000	0.010000	0.001000
1895	4	0.063559	0.129018	0.284673	0.325234	164.002206	99.611880	177.232417	109.008493	24.926746	249.267464	1.436691	2.440113	2.186959	4547.408161	0.003968	0.985555	0.185928	11.736024	19.155955	132.878774	0.255414	0.023770	2.851646	13.876795	4.028320	0.000587	0.000000	0.010000	0.001000
1896	3	0.025292	0.319799	0.203653	0.000000	109.142617	99.501030	180.841253	0.000000	22.976982	229.769825	1.851907	2.190774	2.625361	4766.048166	0.007696	0.732074	0.588912	52.855804	208.873448	114.904242	0.452170	0.163146	39.217517	3.587052	102.997718	0.001977	0.000000	0.010000	0.001000
1897	4	0.319689	0.261611	0.024094	0.122926	77.040143	120.390392	96.979950	48.565032	15.526929	155.269290	0.679562	3.564170	1.414691	3965.417854	0.009241	0.619482	0.302328	57.643292	286.892482	190.137362	0.054737	0.107622	36.519172	14.764584	75.411766	0.001911	0.000000	0.010000	0.001000
1898	4	0.044213	0.372946	0.235126	0.129049	87.535427	121.138456	63.508799	141.566173	17.990260	179.902598	0.975256	3.889395	1.559041	4232.413442	0.001729	0.745278	0.317280	17.841238	232.690386	174.667075	0.453435	0.067305	61.847406	6.449030	46.154711	0.001465	0.000000	0.010000	0.001000
1899	4	0.153138	0.017834	0.335278	0.206331	76.017458	151.413183	117.790309	171.994276	24.281598	242.815981	1.510322	3.425319	2.026027	4629.526351	0.009188	0.335085	0.222762	25.998690	110.638219	104.891949	0.112642	0.127152	68.138483	3.138210	13.008585	0.001734	0.000000	0.010000	0.001000
1900	2	0.310004	0.016124	0.000000	0.000000	76.641662	181.308075	0.000000	0.000000	22.830125	228.301253	1.931478	3.735183	2.436891	5035.855591	0.009086	0.795325	0.221350	58.021384	226.213885	108.368513	0.383263	0.101918	55.258108	15.171344	2.096416	0.001120	0.000000	0.010000	0.001000
1901	1	0.336056	0.000000	0.000000	0.000000	162.026658	0.000000	0.000000	0.000000	21.016171	210.161709	1.093735	4.440363	1.575341	4322.092184	0.007114	0.905241	0.103783	15.129135	98.601066	156.044440	0.333771	0.085933	32.237967	4.492565	26.772899	0.001946	0.000000	0.010000	0.001000
1902	1	0.020540	0.000000	0.000000	0.000000	111.955846	0.000000	0.000000	0.000000	20.538307	205.383069	0.898468	3.951302	1.494127	4163.237691	0.003069	0.707712	0.677333	21.213614	11.775287	175.896534	0.484802	0.178902	9.591652	3.322792	42.355827	0.001814	0.000000	0.010000	0.001000
1903	4	0.107438	0.263661	0.089273	0.339462	146.137926	116.886083	94.070509	66.796735	18.898511	188.985107	1.448989	4.092266	1.876401	4607.717601	0.009692	0.587823	0.704206	31.324696	143.125046	154.808235	0.425298	0.044473	59.235384	16.230426	167.354526	0.002452	0.000000	0.010000	0.001000
1904	1	0.327359	0.000000	0.000000	0.000000	125.721106	0.000000	0.000000	0.000000	18.433574	184.335744	1.576752	0.599515	4.063518	4520.183854	0.006412	0.435721	0.281812	39.423869	42.525956	119.838762	0.294649	0.084650	7.464150	18.689649	28.749416	0.001557	0.000000	0.010000	0.001000
1905	4	0.024323	0.166127	0.366574	0.274959	110.121264	187.770541	157.453628	88.197544	23.651282	236.512820	1.628527	1.048212	3.170500	4593.807356	0.005761	0.159573	0.471822	15.728871	108.551074	177.262576	0.347182	0.060256	0.973960	3.085357	135.998683	0.001163	0.000000	0.010000	0.001000
1906	1	0.245741	0.000000	0.000000	0.000000	102.365104	0.000000	0.000000	0.000000	15.068683	150.686826	1.021258	2.827224	1.775392	4277.910541	0.002141	0.257271	0.212416	70.503518	177.314196	105.168851	0.285207	0.057191	72.071610	4.465876	38.071971	0.001887	0.000000	0.010000	0.001000
1907	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	18.878058	188.780581	0.721171	4.817043	1.293307	3992.289835	0.007488	0.749318	0.521194	64.523636	312.446025	186.537914	0.202673	0.061809	58.807671	4.068356	165.274248	0.002313	0.000000	0.010000	0.001000
1908	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.976980	209.769796	0.525426	1.560153	1.731563	3797.335081	0.009013	0.143333	0.158391	79.701076	329.727853	121.266984	0.183332	0.058251	35.872349	7.014034	156.556900	0.000755	0.000000	0.010000	0.001000
1909	4	0.231893	0.372321	0.059238	0.192604	130.942721	86.675293	94.916764	52.410869	16.459552	164.595516	1.763668	0.652115	4.136318	4587.524863	0.007468	0.491063	0.385983	24.015688	26.326745	194.013294	0.485189	0.184184	3.836590	19.613358	158.842055	0.001625	0.000000	0.010000	0.001000
1910	4	0.247882	0.329262	0.120811	0.019429	105.676981	66.862259	60.142534	101.597987	15.153605	151.536050	1.295954	1.021787	2.886099	4446.239548	0.001136	0.896072	0.174903	32.554709	252.065166	170.550461	0.057319	0.085474	73.796737	16.093850	91.426301	0.001637	0.000000	0.010000	0.001000
1911	3	0.152660	0.354238	0.021487	0.000000	117.914584	76.582223	51.553119	0.000000	15.791967	157.919674	0.777985	3.605796	1.459718	4060.308673	0.002739	0.973013	0.647401	47.589258	51.231674	121.312396	0.371035	0.117494	81.158733	15.214920	125.770541	0.000646	0.000000	0.010000	0.001000
1912	2	0.372391	0.117512	0.000000	0.000000	155.226609	65.142392	0.000000	0.000000	19.925794	199.257941	1.033820	1.434523	2.279555	4300.116853	0.003529	0.616082	0.389740	60.188923	152.788436	108.241414	0.146054	0.162105	38.354496	18.782193	141.044415	0.001277	0.000000	0.010000	0.001000
1913	4	0.019189	0.118276	0.324495	0.269971	81.132508	123.398394	131.208902	63.579787	18.740498	187.404978	1.194008	2.315018	2.040616	4394.354951	0.005489	0.361056	0.499166	45.648957	88.638112	197.338630	0.194906	0.027199	81.917258	17.618154	117.914475	0.000527	0.000000	0.010000	0.001000
1914	4	0.323825	0.263528	0.113459	0.052890	125.074623	72.366861	107.765563	65.825810	16.669414	166.694138	0.715517	4.766936	1.295011	3987.635439	0.007418	0.605054	0.473962	54.958544	188.354782	131.681550	0.413312	0.089540	31.294610	6.778158	91.679065	0.000891	0.000000	0.010000	0.001000
1915	2	0.104480	0.362539	0.000000	0.000000	138.135590	57.760396	0.000000	0.000000	17.703010	177.030102	1.538378	1.327664	2.811677	4570.880953	0.002987	0.457830	0.326665	30.496880	128.371139	122.347158	0.478460	0.068819	89.318306	10.670505	27.382995	0.000866	0.000000	0.010000	0.001000
1916	2	0.042344	0.376745	0.000000	0.000000	153.864257	63.569708	0.000000	0.000000	20.335349	203.353494	1.328580	3.025878	1.962332	4486.234230	0.007093	0.861770	0.259668	61.826273	104.619717	147.883828	0.270567	0.190905	20.171659	14.526481	74.640318	0.001104	0.000000	0.010000	0.001000
1917	3	0.051457	0.363731	0.210758	0.000000	115.503329	98.877045	188.407009	0.000000	23.916075	239.160750	0.659065	4.580078	1.265539	3934.511976	0.001752	0.127753	0.670320	15.839393	203.051407	174.989570	0.419483	0.196323	70.883411	9.688535	172.445447	0.001711	0.000000	0.010000	0.001000
1918	1	0.318424	0.000000	0.000000	0.000000	135.110730	0.000000	0.000000	0.000000	23.242847	232.428475	0.656466	3.916252	1.338397	3938.103324	0.006027	0.275985	0.180003	30.037259	41.047843	111.929032	0.286745	0.191785	28.225264	19.892590	12.166856	0.002164	0.000000	0.010000	0.001000
1919	1	0.329523	0.000000	0.000000	0.000000	51.088064	0.000000	0.000000	0.000000	15.330810	153.308100	0.930469	1.770924	2.030601	4222.685879	0.002191	0.470102	0.141227	41.521148	305.799033	180.544731	0.280275	0.170774	21.295616	1.514930	6.443896	0.001595	0.000000	0.010000	0.001000
1920	2	0.023810	0.310412	0.000000	0.000000	77.893631	172.450441	0.000000	0.000000	21.607436	216.074357	1.992751	1.108554	3.440987	4722.287421	0.005125	0.698605	0.207862	27.513122	135.009049	171.333812	0.411236	0.149356	22.411398	10.696692	45.560344	0.001570	0.000000	0.010000	0.001000
1921	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	19.372326	193.723258	1.709695	2.481506	2.400484	4706.873834	0.006884	0.824034	0.425074	46.553712	161.846446	135.013786	0.456839	0.055944	13.850980	17.575653	149.819866	0.001500	0.000000	0.010000	0.001000
1922	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.622645	206.226450	1.053842	3.260458	1.713299	4297.591634	0.007106	0.518547	0.573581	11.759355	253.490910	159.964173	0.097852	0.175042	48.504905	14.300728	49.373820	0.000730	0.000000	0.010000	0.001000
1923	4	0.329870	0.041498	0.115876	0.250192	97.646344	72.723979	114.259027	53.340591	15.142240	151.422400	1.767558	4.115987	2.183293	4916.735729	0.005103	0.513451	0.748041	74.756792	240.207107	152.157556	0.486379	0.124952	25.165690	6.852924	160.908046	0.001599	0.000000	0.010000	0.001000
